incident_number,station_code,assignment_role,dispatched_at,cleared_at
INC-20250213-041367,STA-008,Ladder Truck,2025-02-13T07:07:37+00:00,2025-02-13T15:30:37+00:00
INC-20250213-041367,STA-040,Battalion Chief,2025-02-13T07:09:37+00:00,2025-02-13T14:55:37+00:00
INC-20250213-041367,STA-017,Ladder Truck,2025-02-13T07:08:37+00:00,2025-02-13T15:23:37+00:00
INC-20250713-041368,STA-035,Water Tender,2025-07-13T14:52:38+00:00,2025-07-13T17:42:38+00:00
INC-20250713-041368,STA-030,Hazmat Unit,2025-07-13T14:53:38+00:00,2025-07-13T17:39:38+00:00
INC-20250906-041369,STA-036,Primary Engine,2025-09-06T21:47:00+00:00,2025-09-07T06:07:00+00:00
INC-20250906-041369,STA-037,Ladder Truck,2025-09-06T21:44:00+00:00,2025-09-07T05:37:00+00:00
INC-20241219-041370,STA-035,Battalion Chief,2024-12-19T19:58:04+00:00,2024-12-19T21:51:04+00:00
INC-20241219-041370,STA-060,Battalion Chief,2024-12-19T19:58:04+00:00,2024-12-19T21:40:04+00:00
INC-20250308-041371,STA-012,Hazmat Unit,2025-03-08T04:39:45+00:00,2025-03-08T12:20:45+00:00
INC-20250308-041371,STA-042,Battalion Chief,2025-03-08T04:37:45+00:00,2025-03-08T12:43:45+00:00
INC-20250326-041372,STA-073,Hazmat Unit,2025-03-26T12:38:15+00:00,2025-03-26T16:39:15+00:00
INC-20250915-041373,STA-021,Rescue Squad,2025-09-15T05:26:22+00:00,2025-09-15T12:09:22+00:00
INC-20240912-041374,STA-059,Primary Engine,2024-09-12T03:03:00+00:00,2024-09-12T09:48:00+00:00
INC-20250423-041375,STA-034,Primary Engine,2025-04-23T21:02:56+00:00,2025-04-24T02:50:56+00:00
INC-20250423-041375,STA-057,Hazmat Unit,2025-04-23T20:58:56+00:00,2025-04-24T03:01:56+00:00
INC-20250423-041375,STA-080,Water Tender,2025-04-23T21:00:56+00:00,2025-04-24T02:44:56+00:00
INC-20250324-041376,STA-009,Battalion Chief,2025-03-24T23:50:28+00:00,2025-03-25T06:35:28+00:00
INC-20250324-041376,STA-003,Ladder Truck,2025-03-24T23:46:28+00:00,2025-03-25T06:54:28+00:00
INC-20250324-041376,STA-024,Rescue Squad,2025-03-24T23:49:28+00:00,2025-03-25T06:54:28+00:00
INC-20250611-041377,STA-053,Primary Engine,2025-06-11T14:34:11+00:00,2025-06-11T16:01:11+00:00
INC-20250611-041377,STA-056,Ladder Truck,2025-06-11T14:32:11+00:00,2025-06-11T16:12:11+00:00
INC-20250611-041377,STA-012,Battalion Chief,2025-06-11T14:34:11+00:00,2025-06-11T16:08:11+00:00
INC-20250824-041378,STA-071,Primary Engine,2025-08-24T03:25:03+00:00,2025-08-24T09:20:03+00:00
INC-20250824-041378,STA-060,Hazmat Unit,2025-08-24T03:27:03+00:00,2025-08-24T09:14:03+00:00
INC-20250824-041378,STA-035,Primary Engine,2025-08-24T03:24:03+00:00,2025-08-24T09:40:03+00:00
INC-20250217-041379,STA-100,Battalion Chief,2025-02-17T21:45:17+00:00,2025-02-18T04:19:17+00:00
INC-20250217-041379,STA-014,Hazmat Unit,2025-02-17T21:46:17+00:00,2025-02-18T04:16:17+00:00
INC-20240419-041380,STA-023,Battalion Chief,2024-04-19T21:25:21+00:00,2024-04-20T03:07:21+00:00
INC-20250222-041381,STA-042,Water Tender,2025-02-22T21:32:34+00:00,2025-02-22T23:41:34+00:00
INC-20250222-041381,STA-097,Water Tender,2025-02-22T21:36:34+00:00,2025-02-22T23:27:34+00:00
INC-20250222-041381,STA-090,Water Tender,2025-02-22T21:32:34+00:00,2025-02-22T23:48:34+00:00
INC-20250922-041382,STA-064,Ladder Truck,2025-09-22T08:51:40+00:00,2025-09-22T13:28:40+00:00
INC-20250922-041382,STA-084,Rescue Squad,2025-09-22T08:55:40+00:00,2025-09-22T13:13:40+00:00
INC-20250922-041382,STA-034,Hazmat Unit,2025-09-22T08:54:40+00:00,2025-09-22T13:25:40+00:00
INC-20241219-041383,STA-034,Water Tender,2024-12-19T22:01:08+00:00,2024-12-20T00:48:08+00:00
INC-20241219-041383,STA-067,Primary Engine,2024-12-19T22:01:08+00:00,2024-12-20T00:17:08+00:00
INC-20241219-041383,STA-081,Rescue Squad,2024-12-19T21:59:08+00:00,2024-12-20T00:14:08+00:00
INC-20240704-041384,STA-033,Ladder Truck,2024-07-04T20:34:08+00:00,2024-07-05T02:45:08+00:00
INC-20240704-041384,STA-069,Primary Engine,2024-07-04T20:35:08+00:00,2024-07-05T02:42:08+00:00
INC-20240704-041384,STA-016,Battalion Chief,2024-07-04T20:32:08+00:00,2024-07-05T02:12:08+00:00
INC-20250118-041385,STA-035,Rescue Squad,2025-01-18T04:09:48+00:00,2025-01-18T11:03:48+00:00
INC-20250118-041385,STA-048,Ladder Truck,2025-01-18T04:12:48+00:00,2025-01-18T11:15:48+00:00
INC-20240427-041386,STA-012,Primary Engine,2024-04-27T08:37:11+00:00,2024-04-27T11:24:11+00:00
INC-20250811-041387,STA-083,Ladder Truck,2025-08-11T22:09:48+00:00,2025-08-12T05:01:48+00:00
INC-20250811-041387,STA-095,Rescue Squad,2025-08-11T22:05:48+00:00,2025-08-12T05:16:48+00:00
INC-20240724-041388,STA-080,Ladder Truck,2024-07-24T19:28:42+00:00,2024-07-25T00:07:42+00:00
INC-20250214-041389,STA-028,Primary Engine,2025-02-14T11:09:35+00:00,2025-02-14T15:00:35+00:00
INC-20250214-041389,STA-017,Primary Engine,2025-02-14T11:07:35+00:00,2025-02-14T14:59:35+00:00
INC-20250214-041389,STA-092,Water Tender,2025-02-14T11:10:35+00:00,2025-02-14T14:46:35+00:00
INC-20250523-041390,STA-100,Rescue Squad,2025-05-23T00:11:53+00:00,2025-05-23T04:57:53+00:00
INC-20250523-041390,STA-074,Hazmat Unit,2025-05-23T00:13:53+00:00,2025-05-23T04:51:53+00:00
INC-20240518-041391,STA-030,Battalion Chief,2024-05-18T19:35:29+00:00,2024-05-19T01:07:29+00:00
INC-20240518-041391,STA-038,Primary Engine,2024-05-18T19:37:29+00:00,2024-05-19T00:53:29+00:00
INC-20251113-041392,STA-057,Hazmat Unit,2025-11-13T23:52:27+00:00,2025-11-14T02:04:27+00:00
INC-20250717-041393,STA-083,Battalion Chief,2025-07-17T06:28:58+00:00,2025-07-17T07:45:58+00:00
INC-20250805-041394,STA-053,Hazmat Unit,2025-08-05T04:46:48+00:00,2025-08-05T11:01:48+00:00
INC-20250701-041395,STA-069,Hazmat Unit,2025-07-01T00:19:18+00:00,2025-07-01T04:04:18+00:00
INC-20251026-041396,STA-040,Ladder Truck,2025-10-26T01:05:10+00:00,2025-10-26T09:13:10+00:00
INC-20251026-041396,STA-098,Battalion Chief,2025-10-26T01:04:10+00:00,2025-10-26T09:22:10+00:00
INC-20251026-041396,STA-061,Hazmat Unit,2025-10-26T01:06:10+00:00,2025-10-26T09:00:10+00:00
INC-20250111-041397,STA-007,Water Tender,2025-01-11T17:19:36+00:00,2025-01-11T21:44:36+00:00
INC-20250111-041397,STA-048,Battalion Chief,2025-01-11T17:20:36+00:00,2025-01-11T21:42:36+00:00
INC-20250817-041398,STA-027,Rescue Squad,2025-08-17T08:05:02+00:00,2025-08-17T12:49:02+00:00
INC-20250817-041398,STA-056,Water Tender,2025-08-17T08:03:02+00:00,2025-08-17T12:38:02+00:00
INC-20250919-041399,STA-020,Hazmat Unit,2025-09-19T00:17:46+00:00,2025-09-19T08:35:46+00:00
INC-20250919-041399,STA-029,Primary Engine,2025-09-19T00:14:46+00:00,2025-09-19T08:28:46+00:00
INC-20241130-041400,STA-069,Ladder Truck,2024-11-30T13:31:07+00:00,2024-11-30T19:19:07+00:00
INC-20241219-041401,STA-079,Rescue Squad,2024-12-19T18:33:37+00:00,2024-12-19T22:03:37+00:00
INC-20241219-041401,STA-071,Hazmat Unit,2024-12-19T18:33:37+00:00,2024-12-19T21:28:37+00:00
INC-20250211-041402,STA-048,Primary Engine,2025-02-11T23:39:10+00:00,2025-02-12T07:19:10+00:00
INC-20250115-041403,STA-049,Primary Engine,2025-01-15T00:35:13+00:00,2025-01-15T07:41:13+00:00
INC-20250115-041403,STA-096,Battalion Chief,2025-01-15T00:36:13+00:00,2025-01-15T07:41:13+00:00
INC-20250115-041403,STA-083,Water Tender,2025-01-15T00:38:13+00:00,2025-01-15T07:46:13+00:00
INC-20251026-041404,STA-065,Water Tender,2025-10-26T19:03:29+00:00,2025-10-26T22:36:29+00:00
INC-20240503-041405,STA-017,Battalion Chief,2024-05-03T16:40:55+00:00,2024-05-03T18:20:55+00:00
INC-20240503-041405,STA-013,Primary Engine,2024-05-03T16:43:55+00:00,2024-05-03T18:01:55+00:00
INC-20240503-041405,STA-066,Water Tender,2024-05-03T16:43:55+00:00,2024-05-03T17:58:55+00:00
INC-20250601-041406,STA-006,Primary Engine,2025-06-01T23:30:34+00:00,2025-06-02T00:53:34+00:00
INC-20250601-041406,STA-060,Rescue Squad,2025-06-01T23:33:34+00:00,2025-06-02T01:00:34+00:00
INC-20250914-041407,STA-088,Primary Engine,2025-09-14T12:55:07+00:00,2025-09-14T17:23:07+00:00
INC-20250914-041407,STA-015,Rescue Squad,2025-09-14T12:55:07+00:00,2025-09-14T17:10:07+00:00
INC-20230704-041408,STA-094,Ladder Truck,2023-07-04T00:58:13+00:00,2023-07-04T02:30:13+00:00
INC-20250414-041409,STA-098,Hazmat Unit,2025-04-14T08:13:03+00:00,2025-04-14T14:30:03+00:00
INC-20250630-041410,STA-090,Water Tender,2025-06-30T04:09:38+00:00,2025-06-30T07:15:38+00:00
INC-20250630-041410,STA-099,Rescue Squad,2025-06-30T04:06:38+00:00,2025-06-30T07:44:38+00:00
INC-20250630-041410,STA-064,Primary Engine,2025-06-30T04:07:38+00:00,2025-06-30T07:34:38+00:00
INC-20250511-041411,STA-086,Battalion Chief,2025-05-11T04:40:24+00:00,2025-05-11T10:40:24+00:00
INC-20240202-041412,STA-031,Ladder Truck,2024-02-02T18:10:24+00:00,2024-02-02T21:44:24+00:00
INC-20250806-041413,STA-044,Battalion Chief,2025-08-06T14:21:39+00:00,2025-08-06T15:35:39+00:00
INC-20241215-041414,STA-035,Rescue Squad,2024-12-15T19:27:12+00:00,2024-12-15T20:50:12+00:00
INC-20250609-041415,STA-025,Rescue Squad,2025-06-09T16:19:27+00:00,2025-06-09T18:26:27+00:00
INC-20250609-041415,STA-008,Ladder Truck,2025-06-09T16:21:27+00:00,2025-06-09T18:15:27+00:00
INC-20250609-041415,STA-066,Battalion Chief,2025-06-09T16:21:27+00:00,2025-06-09T18:29:27+00:00
INC-20250526-041416,STA-057,Battalion Chief,2025-05-26T20:28:11+00:00,2025-05-26T21:30:11+00:00
INC-20240916-041417,STA-026,Water Tender,2024-09-16T00:28:15+00:00,2024-09-16T05:49:15+00:00
INC-20240916-041417,STA-014,Hazmat Unit,2024-09-16T00:27:15+00:00,2024-09-16T05:22:15+00:00
INC-20240916-041417,STA-022,Primary Engine,2024-09-16T00:26:15+00:00,2024-09-16T05:35:15+00:00
INC-20240330-041418,STA-071,Rescue Squad,2024-03-30T09:23:51+00:00,2024-03-30T16:20:51+00:00
INC-20250605-041419,STA-060,Rescue Squad,2025-06-05T19:28:11+00:00,2025-06-05T23:59:11+00:00
INC-20241219-041420,STA-003,Ladder Truck,2024-12-19T13:00:14+00:00,2024-12-19T16:02:14+00:00
INC-20241219-041420,STA-085,Primary Engine,2024-12-19T12:59:14+00:00,2024-12-19T16:09:14+00:00
INC-20250402-041421,STA-053,Battalion Chief,2025-04-02T21:01:16+00:00,2025-04-02T22:34:16+00:00
INC-20250402-041421,STA-002,Primary Engine,2025-04-02T20:59:16+00:00,2025-04-02T23:09:16+00:00
INC-20250402-041421,STA-042,Hazmat Unit,2025-04-02T20:59:16+00:00,2025-04-02T23:09:16+00:00
INC-20241226-041422,STA-067,Hazmat Unit,2024-12-26T08:36:56+00:00,2024-12-26T17:01:56+00:00
INC-20241226-041422,STA-069,Ladder Truck,2024-12-26T08:37:56+00:00,2024-12-26T16:47:56+00:00
INC-20250731-041423,STA-031,Ladder Truck,2025-07-31T02:03:04+00:00,2025-07-31T06:48:04+00:00
INC-20251019-041424,STA-054,Hazmat Unit,2025-10-19T04:53:00+00:00,2025-10-19T10:21:00+00:00
INC-20250519-041425,STA-073,Ladder Truck,2025-05-19T17:09:46+00:00,2025-05-20T01:08:46+00:00
INC-20241231-041426,STA-085,Primary Engine,2024-12-31T18:14:14+00:00,2025-01-01T01:31:14+00:00
INC-20251118-041427,STA-036,Ladder Truck,2025-11-18T16:36:01+00:00,2025-11-19T01:09:01+00:00
INC-20251118-041427,STA-100,Water Tender,2025-11-18T16:37:01+00:00,2025-11-19T00:52:01+00:00
INC-20241226-041428,STA-030,Ladder Truck,2024-12-26T18:12:31+00:00,2024-12-27T00:06:31+00:00
INC-20241226-041428,STA-078,Water Tender,2024-12-26T18:14:31+00:00,2024-12-27T00:08:31+00:00
INC-20251112-041429,STA-043,Water Tender,2025-11-12T14:38:42+00:00,2025-11-12T18:07:42+00:00
INC-20250307-041430,STA-057,Water Tender,2025-03-07T22:51:52+00:00,2025-03-08T00:21:52+00:00
INC-20250307-041430,STA-024,Rescue Squad,2025-03-07T22:50:52+00:00,2025-03-08T00:17:52+00:00
INC-20250307-041430,STA-094,Battalion Chief,2025-03-07T22:50:52+00:00,2025-03-07T23:46:52+00:00
INC-20230301-041431,STA-069,Water Tender,2023-03-01T12:42:02+00:00,2023-03-01T17:03:02+00:00
INC-20230301-041431,STA-097,Rescue Squad,2023-03-01T12:42:02+00:00,2023-03-01T17:10:02+00:00
INC-20230301-041431,STA-049,Hazmat Unit,2023-03-01T12:40:02+00:00,2023-03-01T17:08:02+00:00
INC-20230927-041432,STA-029,Battalion Chief,2023-09-27T02:43:51+00:00,2023-09-27T08:18:51+00:00
INC-20230410-041433,STA-025,Primary Engine,2023-04-10T12:16:37+00:00,2023-04-10T14:45:37+00:00
INC-20230410-041433,STA-099,Ladder Truck,2023-04-10T12:18:37+00:00,2023-04-10T14:43:37+00:00
INC-20230410-041433,STA-096,Ladder Truck,2023-04-10T12:15:37+00:00,2023-04-10T14:46:37+00:00
INC-20250309-041434,STA-039,Primary Engine,2025-03-09T05:17:10+00:00,2025-03-09T12:00:10+00:00
INC-20241209-041435,STA-024,Water Tender,2024-12-09T05:27:40+00:00,2024-12-09T06:05:40+00:00
INC-20241209-041435,STA-001,Ladder Truck,2024-12-09T05:30:40+00:00,2024-12-09T06:32:40+00:00
INC-20241209-041435,STA-033,Rescue Squad,2024-12-09T05:29:40+00:00,2024-12-09T06:25:40+00:00
INC-20250322-041436,STA-072,Hazmat Unit,2025-03-22T04:33:18+00:00,2025-03-22T09:45:18+00:00
INC-20250322-041436,STA-036,Hazmat Unit,2025-03-22T04:31:18+00:00,2025-03-22T09:29:18+00:00
INC-20250818-041437,STA-039,Ladder Truck,2025-08-18T13:01:54+00:00,2025-08-18T16:36:54+00:00
INC-20250818-041437,STA-025,Rescue Squad,2025-08-18T12:59:54+00:00,2025-08-18T16:36:54+00:00
INC-20250818-041437,STA-078,Rescue Squad,2025-08-18T13:01:54+00:00,2025-08-18T16:15:54+00:00
INC-20250407-041438,STA-002,Battalion Chief,2025-04-07T18:54:44+00:00,2025-04-07T22:48:44+00:00
INC-20250407-041438,STA-033,Ladder Truck,2025-04-07T18:52:44+00:00,2025-04-07T22:39:44+00:00
INC-20250612-041439,STA-044,Battalion Chief,2025-06-12T19:10:43+00:00,2025-06-12T23:14:43+00:00
INC-20250612-041439,STA-093,Primary Engine,2025-06-12T19:10:43+00:00,2025-06-12T22:50:43+00:00
INC-20250612-041439,STA-028,Battalion Chief,2025-06-12T19:10:43+00:00,2025-06-12T22:50:43+00:00
INC-20240112-041440,STA-019,Rescue Squad,2024-01-12T09:39:50+00:00,2024-01-12T14:35:50+00:00
INC-20230217-041441,STA-094,Water Tender,2023-02-17T05:49:27+00:00,2023-02-17T12:00:27+00:00
INC-20230217-041441,STA-067,Water Tender,2023-02-17T05:46:27+00:00,2023-02-17T12:05:27+00:00
INC-20230217-041441,STA-021,Battalion Chief,2023-02-17T05:49:27+00:00,2023-02-17T12:04:27+00:00
INC-20250402-041442,STA-062,Primary Engine,2025-04-02T20:51:23+00:00,2025-04-03T03:46:23+00:00
INC-20241029-041443,STA-010,Primary Engine,2024-10-29T07:59:11+00:00,2024-10-29T14:42:11+00:00
INC-20241029-041443,STA-072,Rescue Squad,2024-10-29T08:03:11+00:00,2024-10-29T15:07:11+00:00
INC-20241029-041443,STA-057,Ladder Truck,2024-10-29T08:00:11+00:00,2024-10-29T14:35:11+00:00
INC-20250701-041444,STA-082,Ladder Truck,2025-07-01T03:43:26+00:00,2025-07-01T11:19:26+00:00
INC-20250413-041445,STA-016,Primary Engine,2025-04-13T22:04:02+00:00,2025-04-14T04:04:02+00:00
INC-20250413-041445,STA-020,Primary Engine,2025-04-13T22:02:02+00:00,2025-04-14T04:09:02+00:00
INC-20250413-041445,STA-088,Hazmat Unit,2025-04-13T22:04:02+00:00,2025-04-14T04:42:02+00:00
INC-20241007-041446,STA-014,Hazmat Unit,2024-10-07T08:32:06+00:00,2024-10-07T16:38:06+00:00
INC-20241007-041446,STA-036,Rescue Squad,2024-10-07T08:31:06+00:00,2024-10-07T16:23:06+00:00
INC-20250517-041447,STA-077,Hazmat Unit,2025-05-17T20:06:48+00:00,2025-05-17T23:58:48+00:00
INC-20250517-041447,STA-006,Primary Engine,2025-05-17T20:08:48+00:00,2025-05-18T00:33:48+00:00
INC-20250517-041447,STA-041,Ladder Truck,2025-05-17T20:06:48+00:00,2025-05-18T00:28:48+00:00
INC-20250504-041448,STA-096,Battalion Chief,2025-05-04T18:49:25+00:00,2025-05-04T21:20:25+00:00
INC-20240607-041449,STA-092,Ladder Truck,2024-06-07T05:16:19+00:00,2024-06-07T11:10:19+00:00
INC-20240607-041449,STA-011,Primary Engine,2024-06-07T05:17:19+00:00,2024-06-07T11:02:19+00:00
INC-20240607-041449,STA-067,Ladder Truck,2024-06-07T05:19:19+00:00,2024-06-07T11:15:19+00:00
INC-20251008-041450,STA-002,Hazmat Unit,2025-10-08T03:09:46+00:00,2025-10-08T08:23:46+00:00
INC-20251008-041450,STA-099,Water Tender,2025-10-08T03:09:46+00:00,2025-10-08T08:16:46+00:00
INC-20251008-041450,STA-025,Water Tender,2025-10-08T03:13:46+00:00,2025-10-08T08:10:46+00:00
INC-20250219-041451,STA-087,Rescue Squad,2025-02-19T10:41:56+00:00,2025-02-19T17:43:56+00:00
INC-20250219-041451,STA-048,Hazmat Unit,2025-02-19T10:37:56+00:00,2025-02-19T18:04:56+00:00
INC-20250219-041451,STA-027,Ladder Truck,2025-02-19T10:38:56+00:00,2025-02-19T18:00:56+00:00
INC-20251019-041452,STA-023,Primary Engine,2025-10-19T05:23:32+00:00,2025-10-19T12:06:32+00:00
INC-20251019-041452,STA-061,Battalion Chief,2025-10-19T05:26:32+00:00,2025-10-19T11:39:32+00:00
INC-20241216-041453,STA-067,Rescue Squad,2024-12-16T16:21:48+00:00,2024-12-16T19:01:48+00:00
INC-20241216-041453,STA-032,Primary Engine,2024-12-16T16:20:48+00:00,2024-12-16T19:08:48+00:00
INC-20250509-041454,STA-093,Primary Engine,2025-05-09T13:03:08+00:00,2025-05-09T13:50:08+00:00
INC-20240819-041455,STA-031,Hazmat Unit,2024-08-19T09:09:28+00:00,2024-08-19T17:11:28+00:00
INC-20240819-041455,STA-036,Water Tender,2024-08-19T09:09:28+00:00,2024-08-19T16:45:28+00:00
INC-20240819-041455,STA-055,Hazmat Unit,2024-08-19T09:12:28+00:00,2024-08-19T16:35:28+00:00
INC-20250619-041456,STA-070,Primary Engine,2025-06-19T12:45:29+00:00,2025-06-19T15:21:29+00:00
INC-20250619-041456,STA-067,Water Tender,2025-06-19T12:45:29+00:00,2025-06-19T14:51:29+00:00
INC-20250301-041457,STA-031,Ladder Truck,2025-03-01T14:43:17+00:00,2025-03-01T20:25:17+00:00
INC-20240221-041458,STA-001,Rescue Squad,2024-02-21T07:45:50+00:00,2024-02-21T11:29:50+00:00
INC-20240221-041458,STA-099,Water Tender,2024-02-21T07:43:50+00:00,2024-02-21T11:29:50+00:00
INC-20231222-041459,STA-021,Battalion Chief,2023-12-22T01:46:21+00:00,2023-12-22T06:37:21+00:00
INC-20231222-041459,STA-039,Rescue Squad,2023-12-22T01:44:21+00:00,2023-12-22T06:18:21+00:00
INC-20231222-041459,STA-087,Rescue Squad,2023-12-22T01:47:21+00:00,2023-12-22T06:33:21+00:00
INC-20241002-041460,STA-085,Rescue Squad,2024-10-02T08:55:19+00:00,2024-10-02T11:30:19+00:00
INC-20241002-041460,STA-078,Battalion Chief,2024-10-02T08:57:19+00:00,2024-10-02T11:37:19+00:00
INC-20241002-041460,STA-050,Ladder Truck,2024-10-02T08:55:19+00:00,2024-10-02T11:31:19+00:00
INC-20250420-041461,STA-062,Ladder Truck,2025-04-20T06:48:01+00:00,2025-04-20T12:07:01+00:00
INC-20250420-041461,STA-010,Ladder Truck,2025-04-20T06:46:01+00:00,2025-04-20T11:44:01+00:00
INC-20250323-041462,STA-072,Ladder Truck,2025-03-23T09:37:36+00:00,2025-03-23T15:36:36+00:00
INC-20250922-041463,STA-073,Water Tender,2025-09-22T05:38:56+00:00,2025-09-22T06:58:56+00:00
INC-20250922-041463,STA-083,Water Tender,2025-09-22T05:41:56+00:00,2025-09-22T07:01:56+00:00
INC-20250922-041463,STA-064,Ladder Truck,2025-09-22T05:38:56+00:00,2025-09-22T06:54:56+00:00
INC-20240614-041464,STA-087,Hazmat Unit,2024-06-14T08:45:51+00:00,2024-06-14T16:16:51+00:00
INC-20240614-041464,STA-025,Water Tender,2024-06-14T08:45:51+00:00,2024-06-14T16:18:51+00:00
INC-20240614-041464,STA-003,Water Tender,2024-06-14T08:46:51+00:00,2024-06-14T16:06:51+00:00
INC-20250420-041465,STA-071,Rescue Squad,2025-04-20T12:10:01+00:00,2025-04-20T18:08:01+00:00
INC-20250420-041465,STA-062,Battalion Chief,2025-04-20T12:12:01+00:00,2025-04-20T17:45:01+00:00
INC-20251114-041466,STA-074,Hazmat Unit,2025-11-14T08:00:43+00:00,2025-11-14T14:40:43+00:00
INC-20251114-041466,STA-100,Battalion Chief,2025-11-14T07:59:43+00:00,2025-11-14T14:36:43+00:00
INC-20251113-041467,STA-077,Battalion Chief,2025-11-13T07:41:08+00:00,2025-11-13T14:01:08+00:00
INC-20251113-041467,STA-064,Hazmat Unit,2025-11-13T07:41:08+00:00,2025-11-13T13:24:08+00:00
INC-20250105-041468,STA-042,Rescue Squad,2025-01-05T11:36:16+00:00,2025-01-05T13:56:16+00:00
INC-20250105-041468,STA-052,Water Tender,2025-01-05T11:39:16+00:00,2025-01-05T13:30:16+00:00
INC-20250413-041469,STA-011,Battalion Chief,2025-04-13T18:02:19+00:00,2025-04-14T00:41:19+00:00
INC-20250413-041469,STA-043,Ladder Truck,2025-04-13T17:58:19+00:00,2025-04-14T00:38:19+00:00
INC-20250413-041469,STA-091,Rescue Squad,2025-04-13T17:58:19+00:00,2025-04-14T00:47:19+00:00
INC-20250320-041470,STA-047,Water Tender,2025-03-20T20:38:21+00:00,2025-03-21T01:51:21+00:00
INC-20250320-041470,STA-092,Hazmat Unit,2025-03-20T20:37:21+00:00,2025-03-21T01:55:21+00:00
INC-20240505-041471,STA-061,Battalion Chief,2024-05-05T07:13:10+00:00,2024-05-05T14:32:10+00:00
INC-20240629-041472,STA-062,Battalion Chief,2024-06-29T19:27:23+00:00,2024-06-29T20:57:23+00:00
INC-20250910-041473,STA-039,Primary Engine,2025-09-10T12:29:34+00:00,2025-09-10T15:52:34+00:00
INC-20250910-041473,STA-003,Battalion Chief,2025-09-10T12:31:34+00:00,2025-09-10T16:01:34+00:00
INC-20250910-041473,STA-024,Rescue Squad,2025-09-10T12:31:34+00:00,2025-09-10T16:09:34+00:00
INC-20250713-041474,STA-068,Rescue Squad,2025-07-13T09:27:57+00:00,2025-07-13T14:09:57+00:00
INC-20250713-041474,STA-073,Hazmat Unit,2025-07-13T09:25:57+00:00,2025-07-13T14:13:57+00:00
INC-20241204-041475,STA-099,Battalion Chief,2024-12-04T19:57:58+00:00,2024-12-05T01:06:58+00:00
INC-20241204-041475,STA-017,Ladder Truck,2024-12-04T20:00:58+00:00,2024-12-05T00:56:58+00:00
INC-20241204-041475,STA-039,Ladder Truck,2024-12-04T19:57:58+00:00,2024-12-05T01:08:58+00:00
INC-20251002-041476,STA-047,Battalion Chief,2025-10-02T22:53:08+00:00,2025-10-03T00:16:08+00:00
INC-20250427-041477,STA-008,Battalion Chief,2025-04-27T05:41:52+00:00,2025-04-27T09:21:52+00:00
INC-20250427-041477,STA-059,Water Tender,2025-04-27T05:41:52+00:00,2025-04-27T09:11:52+00:00
INC-20250817-041478,STA-066,Primary Engine,2025-08-17T18:50:10+00:00,2025-08-18T02:30:10+00:00
INC-20250323-041479,STA-009,Primary Engine,2025-03-23T10:52:04+00:00,2025-03-23T17:34:04+00:00
INC-20250323-041479,STA-007,Rescue Squad,2025-03-23T10:55:04+00:00,2025-03-23T17:15:04+00:00
INC-20250721-041480,STA-015,Ladder Truck,2025-07-21T03:12:52+00:00,2025-07-21T10:10:52+00:00
INC-20250721-041480,STA-065,Battalion Chief,2025-07-21T03:13:52+00:00,2025-07-21T10:01:52+00:00
INC-20250721-041480,STA-016,Water Tender,2025-07-21T03:10:52+00:00,2025-07-21T09:56:52+00:00
INC-20250629-041481,STA-015,Battalion Chief,2025-06-29T04:37:53+00:00,2025-06-29T10:00:53+00:00
INC-20250629-041481,STA-029,Ladder Truck,2025-06-29T04:39:53+00:00,2025-06-29T10:04:53+00:00
INC-20250104-041482,STA-018,Primary Engine,2025-01-04T08:10:37+00:00,2025-01-04T10:48:37+00:00
INC-20250104-041482,STA-017,Hazmat Unit,2025-01-04T08:10:37+00:00,2025-01-04T10:32:37+00:00
INC-20250104-041482,STA-040,Water Tender,2025-01-04T08:13:37+00:00,2025-01-04T11:06:37+00:00
INC-20241226-041483,STA-054,Rescue Squad,2024-12-26T01:20:33+00:00,2024-12-26T02:19:33+00:00
INC-20241208-041484,STA-078,Water Tender,2024-12-08T00:21:26+00:00,2024-12-08T06:44:26+00:00
INC-20241208-041484,STA-095,Ladder Truck,2024-12-08T00:22:26+00:00,2024-12-08T06:35:26+00:00
INC-20241208-041484,STA-065,Hazmat Unit,2024-12-08T00:22:26+00:00,2024-12-08T06:41:26+00:00
INC-20250404-041485,STA-005,Hazmat Unit,2025-04-04T07:08:07+00:00,2025-04-04T11:44:07+00:00
INC-20250404-041485,STA-044,Rescue Squad,2025-04-04T07:05:07+00:00,2025-04-04T11:51:07+00:00
INC-20250101-041486,STA-053,Hazmat Unit,2025-01-01T21:06:45+00:00,2025-01-02T04:21:45+00:00
INC-20250101-041486,STA-041,Primary Engine,2025-01-01T21:07:45+00:00,2025-01-02T04:23:45+00:00
INC-20250418-041487,STA-012,Water Tender,2025-04-18T14:06:40+00:00,2025-04-18T18:28:40+00:00
INC-20250914-041488,STA-071,Ladder Truck,2025-09-14T00:22:33+00:00,2025-09-14T04:38:33+00:00
INC-20240224-041489,STA-065,Primary Engine,2024-02-24T17:24:36+00:00,2024-02-24T23:40:36+00:00
INC-20241204-041490,STA-028,Hazmat Unit,2024-12-04T09:02:45+00:00,2024-12-04T16:11:45+00:00
INC-20250202-041491,STA-015,Primary Engine,2025-02-02T07:49:50+00:00,2025-02-02T14:49:50+00:00
INC-20250922-041492,STA-002,Rescue Squad,2025-09-22T04:41:25+00:00,2025-09-22T12:14:25+00:00
